0.0,0.0,0.0,0.0,156.40584,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.80814,5.093084,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,161.68738,80.23286,81.213585,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.23623,82.86063,3
129.36923,63.16241,104.292595,52.711147,170.7661,0.0,119.96116,82.37793,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81952,75.16396,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
61.635338,153.19164,0.0,62.309505,0.0,161.68347,144.28828,63.853065,64.87794,3
0.0,87.03605,0.0,110.42293,0.0,173.5686,142.02141,58.728218,69.11093,3
0.0,0.0,56.241302,66.19973,164.04034,0.0,0.0,56.991924,7.5528646,3
0.0,0.0,0.0,152.78658,0.0,166.4449,0.0,70.254295,6.864899,3
34.227776,121.634476,95.717316,94.51498,147.53418,159.1761,137.94524,63.819454,0.0,3
0.0,0.0,0.0,0.0,152.45647,0.0,0.0,0.0,0.0,3
163.70688,64.65267,54.36804,80.73894,160.98807,89.409454,129.68091,73.305954,73.543045,3
69.907104,158.73398,48.845215,65.9807,179.41182,163.75247,133.27657,64.80964,73.46403,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.610374,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,104.39357,0.0,90.574326,0.0,165.09769,161.0423,0.0,85.85583,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99.46165,26.746574,113.85058,81.73191,158.1715,165.90376,134.39807,82.83647,0.0,3
17.442171,111.8137,142.31781,103.930016,176.77802,160.37726,131.11423,84.045044,86.227135,3
90.51628,2.752855,90.13883,169.23206,162.19661,169.80144,158.03526,105.24905,104.06542,3
0.0,76.53583,0.0,94.4204,0.0,163.24725,171.04912,0.0,99.70905,3
0.0,68.500336,0.0,172.25873,0.0,175.91054,116.468834,83.49215,0.0,3
170.8643,29.213818,32.331226,143.21626,175.37381,154.53519,165.96735,81.57728,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
137.38158,59.645348,109.2913,0.0,175.48436,0.0,124.6804,167.75035,167.79817,2
62.91976,114.98165,0.0,93.8588,0.0,176.46597,108.22078,169.20964,165.54297,2
118.845474,0.0,112.61814,0.0,159.40112,0.0,122.332954,0.0,134.03154,2
129.76231,46.028587,104.1949,0.0,176.11783,0.0,115.613556,0.0,0.0,2
144.02098,48.418743,117.623886,127.70016,173.33902,0.0,94.99874,132.49855,133.22218,2
137.38158,59.645348,109.2913,0.0,175.48436,0.0,124.6804,167.75035,167.79817,2
51.021442,158.78862,136.9399,123.86561,0.0,179.24956,99.81891,170.52788,0.0,2
0.0,40.933044,0.0,150.47578,0.0,41.214348,163.48906,114.80349,0.0,2
24.96885,155.2244,0.0,125.153496,0.0,174.86827,122.07232,159.37457,159.5426,2
139.67526,53.373085,110.15312,101.710884,173.65643,0.0,118.576805,178.65958,176.65782,2
145.69377,37.1718,108.0015,0.0,173.06694,0.0,109.179886,156.34396,155.96718,2
57.003273,133.94325,119.6944,108.41956,172.82315,177.19737,119.87598,159.84543,0.0,2
0.8376675,147.29678,38.625023,118.10986,154.68604,175.60327,118.51899,177.13438,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85382,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,100.59542,0.0,157.11005,0.0,88.795135,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.685425,76.3706,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.597843,165.02692,0.0,48.070923,0.0,162.1905,147.79587,65.22401,65.507454,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,149.97592,0.0,171.76021,0.0,0.0,67.09861,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63347,3.9385045,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.40095,2
54.046577,121.52986,67.8811,92.92632,110.941284,157.2119,138.48148,64.47444,0.0,2
138.49472,54.079872,72.97858,0.0,160.28943,0.0,137.2213,92.21168,73.702774,2
59.03789,152.5649,56.11629,71.33126,173.29652,161.61008,130.76105,64.34854,73.570244,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.71482,89.89367,2
169.47621,11.168034,32.18921,162.22716,174.6358,152.33604,167.17719,0.0,81.969604,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10562,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.9636366,173.01816,170.32579,0.0,151.61299,0.0,175.49054,96.90984,95.42552,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.24647,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,136.48773,0.0,68.249886,0.0,155.52306,138.11284,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,155.52982,0.0,57.374134,0.0,160.25464,143.80783,61.017067,61.032482,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85382,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,100.59542,0.0,157.11005,0.0,88.795135,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.685425,76.3706,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.597843,165.02692,0.0,48.070923,0.0,162.1905,147.79587,65.22401,65.507454,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,149.97592,0.0,171.76021,0.0,0.0,67.09861,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63347,3.9385045,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.40095,2
54.046577,121.52986,67.8811,92.92632,110.941284,157.2119,138.48148,64.47444,0.0,2
138.49472,54.079872,72.97858,0.0,160.28943,0.0,137.2213,92.21168,73.702774,2
59.03789,152.5649,56.11629,71.33126,173.29652,161.61008,130.76105,64.34854,73.570244,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.71482,89.89367,2
169.47621,11.168034,32.18921,162.22716,174.6358,152.33604,167.17719,0.0,81.969604,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,129.88448,0.0,80.094894,2
0.0,0.0,0.0,0.0,0.0,157.8384,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85382,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,100.59542,0.0,157.11005,0.0,88.795135,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.685425,76.3706,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.597843,165.02692,0.0,48.070923,0.0,162.1905,147.79587,65.22401,65.507454,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,149.97592,0.0,171.76021,0.0,0.0,67.09861,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63347,3.9385045,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.40095,2
54.046577,121.52986,67.8811,92.92632,110.941284,157.2119,138.48148,64.47444,0.0,2
138.49472,54.079872,72.97858,0.0,160.28943,0.0,137.2213,92.21168,73.702774,2
59.03789,152.5649,56.11629,71.33126,173.29652,161.61008,130.76105,64.34854,73.570244,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.71482,89.89367,2
169.47621,11.168034,32.18921,162.22716,174.6358,152.33604,167.17719,0.0,81.969604,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,168.83504,0.0,0.0,0.0,0.0,2
69.77916,125.77604,0.0,98.81341,0.0,172.17628,144.12341,0.0,0.0,2
34.716385,96.92331,0.0,102.72777,0.0,160.4864,148.15141,0.0,86.57228,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,112.89834,0.0,89.5867,0.0,159.7437,152.84445,65.4832,65.19579,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.468815,69.97044,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.577835,66.46595,2
47.459663,0.0,146.1293,0.0,164.75046,0.0,176.49406,71.015526,6.238034,2
0.0,0.0,0.0,0.0,0.0,0.0,154.59029,0.0,87.685844,2
68.25817,149.63345,91.9601,72.97661,170.69055,157.42903,130.42845,0.0,65.44853,2
0.0,0.0,0.0,0.0,157.98044,0.0,0.0,0.0,0.0,2
80.7831,163.72797,0.0,63.43475,0.0,161.78383,121.68238,69.24349,78.72676,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,155.14401,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85382,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10562,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10562,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10562,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10562,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,134.29361,0.0,164.34904,0.0,86.01899,0.0,2
0.0,0.0,0.0,87.399376,0.0,161.53534,0.0,85.40836,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.938515,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.93854,2
